run_id,borrower_id,agent_name,raw_output,parsed_decision,confidence_flag,kaggle_truth_label
test50_B047_RouterManager,B047,RouterManager,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability through owning a home and having significant savings.,approve,high,good
test50_B047_IncomeAgent,B047,IncomeAgent,Decision: Reject | Confidence: high | Brief reason: No income verification documents were provided for assessment.,reject,high,good
test50_B047_FraudAgent,B047,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: Further verification of the checking account details is required before a decision can be made.,refer,medium,good
test50_B047_CreditAgent,B047,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability through owned housing and substantial,approve,high,good
test50_B047_ComplianceAgent,B047,ComplianceAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability through,approve,high,good
test50_B047_SummariserAgent,B047,SummariserAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability due to owning housing and having substantial savings.,approve,high,good
test50_B047_WeakModelAgent,B047,WeakModelAgent,,unknown,unknown,good
test50_B048_RouterManager,B048,RouterManager,"Decision: Approve | Confidence: high | Brief reason: The strong savings cushion significantly mitigates the risk for this small, short-term loan amount.",approve,high,good
test50_B048_IncomeAgent,B048,IncomeAgent,,unknown,unknown,good
test50_B048_FraudAgent,B048,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: The unknown job type and low checking balance require further verification of financial stability.,refer,medium,good
test50_B048_CreditAgent,B048,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: The unknown job status and low checking balance require verification of stable income sources,refer,medium,good
test50_B048_ComplianceAgent,B048,ComplianceAgent,"I need to act as a Compliance Agent performing Stage 4 compliance review. | My goal is to check internal policy fit, KYC completeness, and regulatory readiness (RBI-style expectations) before determining if the application is safe to move toward a decision. | **Review Criteria Check:** | 1.  **Policy Rules/Internal Fit:** | *   Borrower: Age 23, female. | *   Job type: 0 (Needs clarification, but assuming it's acceptable or low risk). | *   Housing: Rent (Standard). | *   Savings: Quite rich (Po",approve,low,good
test50_B048_SummariserAgent,B048,SummariserAgent,Decision: Approve,approve,unknown,good
test50_B048_WeakModelAgent,B048,WeakModelAgent,Decision: Refer | Confidence: medium | Brief reason: Further investigation is needed regarding job stability and current liquid funds.,refer,medium,good
test50_B049_RouterManager,B049,RouterManager,Decision: Refer | Confidence: medium | Brief reason: Further review is required to assess liquid assets and confirm income stability before a final decision can be made.,refer,medium,good
test50_B049_IncomeAgent,B049,IncomeAgent,Decision: Refer | Confidence: low | Brief reason,refer,low,good
test50_B049_FraudAgent,B049,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: The unknown checking account details prevent adequate verification of financial stability.,refer,medium,good
test50_B049_CreditAgent,B049,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: The application requires verification of stable income and detailed financial records before a final decision can be made.,refer,medium,good
test50_B049_ComplianceAgent,B049,ComplianceAgent,Decision: Refer | Confidence: medium | Brief reason: Further documentation is required to verify income and account status before a decision can be made.,refer,medium,good
test50_B049_SummariserAgent,B049,SummariserAgent,Decision: Refer | Confidence: medium | Brief reason: More information is needed regarding current income stability and cash flow visibility.,refer,medium,good
test50_B049_WeakModelAgent,B049,WeakModelAgent,Decision: Reject | Confidence: medium | Brief reason: The lack of sufficient savings combined with unknown banking details presents too much risk for approval.,reject,medium,good
test50_B050_RouterManager,B050,RouterManager,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability through homeownership and moderate savings for a low-risk purpose.,approve,high,good
test50_B050_IncomeAgent,B050,IncomeAgent,Decision: Reject | Confidence: high | Brief reason,reject,high,good
test50_B050_FraudAgent,B050,FraudAgent,"I need to act as a Fraud Agent specializing in Stage 2 fraud review. My goal is to detect suspicious patterns, forged evidence, identity mismatch, or tampered records based on the provided loan application profile. | The available information is: | Borrower profile: Age 28, female, Job type 2, Housing=own, Savings=moderate, Checking account=unknown, Credit amount=2073 DM, Duration=12 months, Purpose=radio/TV. | I must analyze this data for red flags related to fraud or suspicious activity. | 1. ",approve,high,good
test50_B050_CreditAgent,B050,CreditAgent,"Decision: Approve | Confidence: high | Brief reason: The applicant shows strong signs of financial stability, including owning housing and requesting funds for a low-risk discretionary purpose.",approve,high,good
test50_B050_ComplianceAgent,B050,ComplianceAgent,Decision: Approve | Confidence: medium | Brief reason: The borrower demonstrates strong financial stability with owned housing and moderate savings for a low-risk purpose.,approve,medium,good
test50_B050_SummariserAgent,B050,SummariserAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong stability signals through homeownership and moderate savings for a low-risk purpose loan.,approve,high,good
test50_B050_WeakModelAgent,B050,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The borrower shows good stability with owned housing and steady employment history.,approve,medium,good
